,Account Code,Latitude,Longitude
QANTAS SUPERANNUATION LIMITED,14679252.1,0,0
Santos Ltd,56660580.1,0,0
Seventh Day Adventist Church,43787069.1,0,0
Simplot Australia Pty. Ltd.,44796855.1,0,0
Sonic HealthPlus,26539578.1,0,0
Sydney Opera House,30617114.1,0,0
TAYSOLS PTY LTD,14663915.1,0,0
ASX Ltd,53807170.1,0,0
Abacus Property Group,53812435.1,0,0
Ausgrid,44832880.1,0,0
Australian Pharmaceutical Industries Ltd,53814204.1,0,0
BGC (AUSTRALIA) PTY LTD,14802402.1,0,0
Bank Australia,45398502.1,0,0
Carpet Right,29866515.1,0,0
Corview,46184113.1,0,0
DOWNER PTE. LTD.,14234388.1,0,0
Essential Energy,14751855.1,0,0
FUJI XEROX AUSTRALIA PTY. LIMITED,14663646.1,0,0
Glencore Agriculture,45954791.1,0,0
Kmart Australia Limited,25120074.1,0,0
MEIJI-MGC DAIRY CO PTY LTD,14696845.1,0,0
NSW Department of Education,7604051.1,0,0
National Pharmacies,48888766.1,0,0
Northern Beaches Christian School,6941234.1,0,0
Orica Ltd,56662518.1,0,0
Perfumania Pty Ltd.,7400683.1,0,0
Point Analytics Pty Ltd,51267284.1,0,0
Presence of IT,47851765.1,0,0
PwC Australia,45930290.1,0,0
Seafolly Pty. Limited,19963523.1,0,0
Talent,49483608.1,0,0
Thomson Reuters Legal Australia,46424828.1,0,0
TransGrid,53461049.1,0,0
Transdev Australasia Pty. Ltd.,24546971.1,0,0
Treasury Wine Estates Ltd,56684531.1,0,0
Uniting,50362678.1,0,0
Viterra Ltd.,9666767.1,0,0
WOODSIDE ENERGY LTD.,14716432.1,0,0
Water Corporation,45541608.1,0,0
Accent Group,45821530.1,0,0
BagTrans,49557368.1,0,0
CEMENT AUSTRALIA PTY LIMITED,14673606.1,0,0
CLEANAWAY WASTE MANAGEMENT LIMITED,14661740.1,0,0
Churchill Consulting,44942712.1,0,0
Continental Pty Ltd.,44738701.1,0,0
Device Technologies,45305589.1,0,0
FOOD INVESTMENTS PTY. LIMITED,14677000.1,0,0
HBF Health Ltd.,9826231.1,0,0
Intelematics,45535887.1,0,0
Liberty Mutual Insurance Company,44856215.1,0,0
Nuix Pty. Ltd.,44819784.1,0,0
PETstock,55702507.1,0,0
QUEENSLAND PROPERTY INVESTMENTS PTY LTD,14691820.1,0,0
Seqwater,54688573.1,0,0
Service SA,44761508.1,0,0
TAL Dai-ichi Life Australia Pty Limited,6454647.1,0,0
THE COFFEE CLUB PTY. LTD.,14817538.1,0,0
Transport for NSW,14818610.1,0,0
AMERICAN CIGARETTE COMPANY (OVERSEAS) PTY LTD,14665696.1,0,0
APM AUSTRALIA PTY LTD,14775856.1,0,0
Amcor Ltd,53828907.1,0,0
Australia Post,53469834.1,0,0
BGC Contracting Pty Ltd.,9766496.1,0,0
BIG FAT SMILE GROUP LTD,14547583.1,0,0
BRADKEN LIMITED,14702145.1,0,0
CGU Insurance Limited,53436996.1,0,0
CSR Ltd,53814982.1,0,0
EML Payments Ltd,56680052.1,0,0
Endeavour Energy,14708813.1,0,0
HOLDEN LIMITED,11948264.1,0,0
IFM INVESTORS PTY LTD,14696786.1,0,0
Myer Pty Ltd.,25938239.1,0,0
Novartis Australia Pty Limited,25714644.1,0,0
Nufarm Ltd,53828875.1,0,0
Prouds Jewellers Pty Limited,24953434.1,0,0
Queensland Corrective Services,6341383.1,0,0
Star Entertainment Group Ltd,56678680.1,0,0
Thomas Foods International Pty Limited,6941143.1,0,0
Tronox Ltd,53823545.1,0,0
UNSW Art & Design,50486611.1,0,0
VODAFONE AUSTRALIA PTY LIMITED,14683580.1,0,0
Visy Automation International Pty Ltd.,6023684.1,0,0
ALINTA PTY LIMITED,14668427.1,0,0
BMI Group,45856960.1,0,0
BRIMBANK CITY COUNCIL,15475005.1,0,0
Casella Family Brands,5884078.1,0,0
City of Sydney,48028650.1,0,0
Coverforce Pty Ltd.,7297036.1,0,0
Denver Technology,3828447.1,0,0
Digit Advisory Pty Ltd,48156719.1,0,0
G8 Education Limited,14765940.1,0,0
Healthscope Ltd,56653029.1,0,0
OceanaGold Corp,56662708.1,0,0
Penguin Random House Australia Pty Limited,8105635.1,0,0
READIFY LIMITED,14563177.1,0,0
Seek Ltd,53832485.1,0,0
Suncorp Group Ltd,56734045.1,0,0
Sunny Queen Farms Pty Ltd,4278772.1,0,0
Sydney Ferries Corp,9879572.1,0,0
The Fred Hollows Foundation,8242407.1,0,0
Transurban Group,53821766.1,0,0
VICTORIAN MANAGED INSURANCE AUTHORITY,14554586.1,0,0
5 A SEC ESPAÑA SA,13818293.1,0,0
ALLIANZ AUSTRALIA LIFE INSURANCE LIMITED,15478482.1,0,0
Adelaide Brighton Ltd,53812433.1,0,0
Asahi Beverages,45707281.1,0,0
BlueScope Steel Ltd,56659026.1,0,0
"EVT, INC.",16293651.1,0,0
Fairfax Media Ltd,56662297.1,0,0
Gloria Jean’s Coffees Australia,47301678.1,0,0
Harris Scarfe,53776697.1,0,0
Nestle Australia Ltd.,9279438.1,0,0
Regional Australia Bank,45398243.1,0,0
WEBJET LTD,54558242.1,0,0
Yellow Brick Road,45983050.1,0,0
ZURICH FINANCIAL SERVICES AUSTRALIA LIMITED,14681160.1,0,0
AUSENCO SOLUTIONS PTY LTD,14728432.1,0,0
Acquire Pty Ltd.,8845545.1,0,0
Aristocrat,45413927.1,0,0
B.M.D. HOLDINGS PTY. LIMITED,14820177.1,0,0
Ball & Doggett,55642170.1,0,0
Baxter Healthcare Pty Limited,2671994.1,0,0
CommSec,48281852.1,0,0
Department of Human Services,43419589.1,0,0
Enero Group Ltd,53827966.1,0,0
FUSIONEX INTERNATIONAL PLC,25944771.1,0,0
Horizon Power,53794854.1,0,0
ISENTIA PTY LIMITED,14545658.1,0,0
KOMATSU AUSTRALIA PTY LTD,14594332.1,0,0
Magellan Financial Group Ltd,53818432.1,0,0
PAPERLINX SERVICES PTY LTD,14828971.1,0,0
Pernod Ricard Winemakers Pty Ltd.,44719994.1,0,0
Primo Smallgoods,49630732.1,0,0
Resolute Mining Ltd,56660982.1,0,0
SYDNEY AIRPORT CORPORATION LIMITED,14542317.1,0,0
Skretting,45494798.1,0,0
Snowy Hydro Ltd.,25177715.1,0,0
Snowy Monaro Regional Council,49520117.1,0,0
Spicers Ltd,56659003.1,0,0
SYDNEY WATER CORPORATION,9124210.1,0,0
ADINSTRUMENTS PTY. LIMITED,14661142.1,0,0
ALS Ltd,53800946.1,0,0
Aon Corporation Australia Limited,44783042.1,0,0
Arrow Energy Pty Ltd,44754820.1,0,0
Baw Baw Shire council,47553461.1,0,0
Bravura Solutions Ltd,56664445.1,0,0
City of Casey,8495514.1,0,0
Colonial First State,51879903.1,0,0
Cooper Energy Ltd,56657635.1,0,0
Credit Corp,47967013.1,0,0
DAIKIN AUSTRALIA PTY LTD,14662437.1,0,0
Folkestone Ltd,53816476.1,0,0
Fuji Xerox,45787349.1,0,0
Gladstone Airport Corporation,14811656.1,0,0
KELSO PTY LTD,14553041.1,0,0
MECCA BRANDS PTY LTD,15478520.1,0,0
MSS SECURITY PTY LIMITED,14659816.1,0,0
"Multivac , Inc.",7553415.1,0,0
"NSW Department of Finance, Services and Innovation",5342096.1,0,0
National Australia Bank,54483010.1,0,0
North Construction & Building Pty Ltd,50524327.1,0,0
PICKLES AUCTIONS PTY. LIMITED,14684649.1,0,0
ROSELLA GROUP PTY LTD,14639642.1,0,0
SpeedCast Limited,14326540.1,0,0
UNIVERSAL BUSINESS TEAM PTY LTD,14798709.1,0,0
ANCA Pty. Ltd.,53794321.1,0,0
Ansto,46747383.1,0,0
Brambles Ltd,56650733.1,0,0
Collins Foods Ltd,56672949.1,0,0
DIABETES NSW,14543627.1,0,0
Fortescue Metals Group Ltd,53816166.1,0,0
Gentle Dental,30282705.1,0,0
Icon Water Limited,25737164.1,0,0
JAMES HARDIE AUSTRALIA PTY LTD,14764477.1,0,0
OUTOTEC PTY LTD,14665435.1,0,0
QIC,9091688.1,0,0
Real Pet Food Company,46602011.1,0,0
VILLA WORLD LIMITED,14739448.1,0,0
Virgin Australia,49149238.1,0,0
Wesfarmers,54483023.1,0,0
Western Power,52301578.1,0,0
ABILITY OPTIONS LTD,14753438.1,0,0
AIRSERVICES AUSTRALIA,14654447.1,0,0
BEC FEED SOLUTIONS PTY LTD,14823288.1,0,0
Brand Developers AUS Ltd,50686195.1,0,0
FREYSSINET AUSTRALIA PTY LTD,14661437.1,0,0
JTB Travel,5283142.1,0,0
MYOB,46321381.1,0,0
Mayne Pharma,46496966.1,0,0
Michael Hiß,12873167.1,0,0
Navitas Ltd,56660643.1,0,0
Neon Consulting Pty Ltd,8721067.1,0,0
News Corp Australia Pty Limited,53794641.1,0,0
OfficeMax Australia Limited,9290404.1,0,0
Sarah Group Holdings Pty Ltd.,44757174.1,0,0
TRANSURBAN LIMITED,14567426.1,0,0
Westfield Bondi Junction,7877872.1,0,0
WiseTech Global Ltd,56658493.1,0,0
ansarada pty limited,44770622.1,0,0
AACo,47828199.1,0,0
ASPEN PHARMACARE AUSTRALIA PTY LIMITED,14556033.1,0,0
Ainsworth Game Technology Ltd,53828230.1,0,0
Aurizon Holdings Ltd,53813449.1,0,0
BDO AUSTRALIA LIMITED,14675876.1,0,0
Blacktown City Council,7140280.1,0,0
City of Canterbury,6364854.1,0,0
ClearView Wealth Ltd,53815011.1,0,0
Cloud Culture,46127840.1,0,0
Coles Group Ltd,56694597.1,0,0
Cromwell Property Group,56657900.1,0,0
Dreamworld and SkyPoint,48906287.1,0,0
Ergon Energy Corporation Limited,53434735.1,0,0
Evolution Mining Ltd,56662720.1,0,0
FIL INVESTMENT MANAGEMENT (AUSTRALIA) LIMITED,14746739.1,0,0
Hachette Australia Pty Ltd.,44842336.1,0,0
Helloworld Travel Ltd,8123410.1,0,0
Hyne Timber,45071127.1,0,0
Liebherr,7459945.1,0,0
MAGNAMAIL PTY LTD,14683085.1,0,0
NOTRE DAME INC.,16451472.1,0,0
PANDORA JEWELRY PTY. LIMITED,14726868.1,0,0
Public Transport Authority,7290987.1,0,0
R.M.Williams Pty Ltd,8644179.1,0,0
Rainbow Group,29944110.1,0,0
Sirtex Medical Ltd,53821127.1,0,0
Talent2 International Ltd.,3602164.1,0,0
TechnologyOne Ltd,56666745.1,0,0
Vicinity Centres,46455947.1,0,0
WHITEHAVEN COAL LIMITED,14767512.1,0,0
ABM Systems,49295676.1,0,0
AIRSMART,53284880.1,0,0
AUSTRALIAN CATHOLIC UNIVERSITY LIMITED,14676186.1,0,0
Australian Unity Limited,44749525.1,0,0
Axis Financial Group Pty Ltd.,44772179.1,0,0
BRITISH AMERICAN TOBACCO AUSTRALIA LIMITED,14660432.1,0,0
Bank of Queensland Ltd,56651209.1,0,0
Bureau of Meteorology,7565258.1,0,0
Costa,48735202.1,0,0
DSI Underground (APAC),55380450.1,0,0
EBOS Healthcare,5189211.1,0,0
Graincorp Ltd,56660123.1,0,0
IRT Group,47431142.1,0,0
InvoCare Ltd,53817486.1,0,0
Orora Ltd,56661305.1,0,0
PLASTRAL PTY LTD,14676587.1,0,0
PROPERTY NSW PTY LTD,14791780.1,0,0
RAC WA,47039745.1,0,0
Reject Shop Ltd,53822167.1,0,0
STRATCO PTY LTD,14773398.1,0,0
SUNSUPER PTY. LTD.,14744744.1,0,0
Sanitarium,45002841.1,0,0
Seven Group Holdings Ltd,56665341.1,0,0
Sugar Research Australia Limited,45068430.1,0,0
Sydney,8616503.1,0,0
UGL LTD,53460853.1,0,0
Unispace,45543664.1,0,0
Airwallex Pty Ltd,44731650.1,0,0
Bendigo and Adelaide Bank Ltd,56670805.1,0,0
CLARKE ENERGY LIMITED,12006043.1,0,0
CONSOLIDATED PASTORAL COMPANY PTY LIMITED,14790855.1,0,0
Casa Di Perla,26582495.1,0,0
Club Assist Corporation Pty Ltd.,9272714.1,0,0
Flinders University,7577901.1,0,0
Greenstone Limited,44739101.1,0,0
INTEGRA FINANCIAL SOLUTIONS PTY LTD,14639449.1,0,0
McCormick Foods Australia Pty. Ltd.,25383094.1,0,0
Next Digital Inc,12254229.1,0,0
QUEENSLAND AUDIT OFFICE,14732172.1,0,0
RACV,48487961.1,0,0
SOUTH EAST WATER CORPORATION,7455150.1,0,0
The Warehouse Group,9304847.1,0,0
Yarra Trams,14759001.1,0,0
Youi Pty Ltd,14764592.1,0,0
craveable brands.,55852488.1,0,0
AAMI,47614736.1,0,0
CONBEAR PTY LTD,14710891.1,0,0
COVER-MORE HOLDINGS PTY LTD,14829570.1,0,0
CSL Ltd,56658166.1,0,0
Curtin University,977391.1,0,0
Dairy Australia Limited,44775520.1,0,0
Emotive Content,45239889.1,0,0
Enterprise Architects Pty Ltd.,25891312.1,0,0
Hagemeyer,46820073.1,0,0
Kimgres Marketing Sdn Bhd,14235248.1,0,0
MediFlex,26636852.1,0,0
Mineral Resources Ltd,56674890.1,0,0
Newcrest Mining Ltd,53818986.1,0,0
Oakton Limited,6845552.1,0,0
Q.U.T. PTY LTD,14647658.1,0,0
Quarles Pty Ltd,16214302.1,0,0
Rentokil Initial Australia,46899800.1,0,0
S&A Stairs,46698691.1,0,0
Seven West Media Ltd,53828047.1,0,0
THE COLLEGE OF LAW LIMITED,14574099.1,0,0
TTSH CORPORATION PTY LTD,14713808.1,0,0
USG BORAL BUILDING PRODUCTS PTY LIMITED,14715834.1,0,0
University of Melbourne,14724099.1,0,0
WESTRAC PTY LTD,14803307.1,0,0
Watpac Ltd,56662871.1,0,0
colette by colette hayman,47205997.1,0,0
APPAREL GROUP LIMITED,11736364.1,0,0
Adidas,11911631.1,0,0
BlueScope Steel Limited,14740929.1,0,0
Braiform,45602286.1,0,0
CAUDIT,48918414.1,0,0
FRIGID AIR PTY. LIMITED,14680902.1,0,0
Fat Noodle,55062325.1,0,0
Investa Property Group,45678953.1,0,0
Lion Pty Limited,53449280.1,0,0
MANCHESTER UNITED LIMITED,14851423.1,0,0
MCKENZIE AGED CARE GROUP PTY LTD,14709340.1,0,0
Nearmap Ltd,53825394.1,0,0
Office of the Public Guardian,8862015.1,0,0
Patrick,47242266.1,0,0
UNITED SUPER PTY LTD,14716116.1,0,0
Weight Watchers,46072940.1,0,0
Whispir,48135910.1,0,0
7-Eleven Stores Pty. Ltd.,9321179.1,0,0
ACCENT GROUP PTY LTD,14738033.1,0,0
ACCESSTEL PTY. LTD.,14564897.1,0,0
Aladdin Laundry Pty Ltd,5195133.1,0,0
BUNDABERG SUGAR LTD,14751654.1,0,0
Bega Cheese Ltd,56659800.1,0,0
EXCEL4APPS PTY LTD,14765491.1,0,0
G&C Mutual Bank,47923959.1,0,0
HERITAGE SEEDS PTY. LTD.,14725739.1,0,0
Harvey Norman,53473744.1,0,0
Honan Insurance Group Pty Ltd,44762069.1,0,0
Liberty Builders,51420180.1,0,0
MLC LIMITED,53457091.1,0,0
NEXTDC Ltd,56668017.1,0,0
PKF Australia Limited,9618964.1,0,0
Pacific National,48039991.1,0,0
QSuper,14784617.1,0,0
Rinnai Australia Pty. Ltd.,9340613.1,0,0
THE ROYAL AUSTRALIAN COLLEGE OF GENERAL PRACTITIONERS,14664808.1,0,0
TUMBLEWEED SALES PTY. LIMITED,14568447.1,0,0
AJ Lucas Group Ltd,53812641.1,0,0
Assetic Pty Ltd.,44753616.1,0,0
Austrade,7558874.1,0,0
BIRCH & WAITE FOODS PTY LTD,14657767.1,0,0
BT Advice Research,24846590.1,0,0
Central Queensland University,7510403.1,0,0
Collection House Ltd,53824638.1,0,0
Eric Insurance Limited,45419724.1,0,0
Harris Farm Markets Pty Ltd.,7225309.1,0,0
Holiday Coast Credit Union Ltd.,44753747.1,0,0
ING Australia,55745480.1,0,0
MURDOCH UNIVERSITY,14804680.1,0,0
New Forests,46171994.1,0,0
Open Universities Australia Pty Ltd,14735239.1,0,0
PBIG PTY LTD,14625510.1,0,0
Sqware Peg,26501373.1,0,0
WaterStore Poly Tanks,27073259.1,0,0
ARTS CENTRE,15298333.1,0,0
Atlassian Corporation Pty. Ltd.,44773378.1,0,0
BENDON GROUP LIMITED,14231492.1,0,0
BENTLEYS INC,16374101.1,0,0
Beca,50374173.1,0,0
Berkley Insurance Australia,8882881.1,0,0
Bunzl Australasia Limited,44851286.1,0,0
Drayton Group,47041730.1,0,0
Energy Queensland,46550543.1,0,0
GLAD PTY. LTD.,14732986.1,0,0
HAYNES MECHANICAL PTY LTD,14696943.1,0,0
Hutchinson Builders,50937174.1,0,0
Museum of Applied Arts and Sciences,50576612.1,0,0
OYB International Pty Ltd,50232990.1,0,0
PRIMARY SALES AUSTRALIA,45488619.1,0,0
Pendal Group Ltd,56670979.1,0,0
Port of Brisbane Pty Ltd,6909228.1,0,0
Pronto Software Limited,7543693.1,0,0
Quadrant Energy,45744882.1,0,0
RACQ,47239809.1,0,0
SYNERGY W.A. PTY LTD,14710718.1,0,0
Senex Energy Ltd,53821355.1,0,0
TAFE SA,7587435.1,0,0
Talent2 Pty Ltd,8493722.1,0,0
Thakral Holdings Group,49250610.1,0,0
Toshiba Medical Systems Europe B.V.,13145646.1,0,0
AIA Australia Limited,7195683.1,0,0
Addsum | 安德信,4509084.1,0,0
Air Force,7427319.1,0,0
Airbus Group Australia Pacific Limited,44747349.1,0,0
Bauer Media Australia,46056790.1,0,0
CENTENNIAL COAL COMPANY LIMITED,14687177.1,0,0
CQMS PTY LTD,14761930.1,0,0
Crown Resorts Ltd,56662121.1,0,0
DELWP,10162084.1,0,0
Dairy Farmers Pty Limited,53457699.1,0,0
M2 GROUP LTD,7115663.1,0,0
MONASH COLLEGE PTY LTD,14690104.1,0,0
MULTI-COLOR (SA) PTY LTD,14749580.1,0,0
NOUS GROUP PTY. LTD.,14780972.1,0,0
OPTIVER PTY. LIMITED,14799254.1,0,0
Origin Energy Ltd,56699023.1,0,0
PATHTECH PTY. LTD.,14729296.1,0,0
PROGRESS INVESTMENTS PTY. LTD.,14636636.1,0,0
Penguin Random House Australia,48570638.1,0,0
RONDO BUILDING SERVICES PTY LTD,14664487.1,0,0
RXP Services Ltd,53828238.1,0,0
Strike Energy Ltd,56658764.1,0,0
THE RIVERINA DAIRY PTY LTD,14739333.1,0,0
THE UNIVERSITY OF NEWCASTLE,9762470.1,0,0
TMA GROUP OF COMPANIES LIMITED,7410423.1,0,0
elkcorp. financial. reimagined.,45640146.1,0,0
ASAHI PREMIUM BEVERAGES PTY LTD,15477130.1,0,0
CHALLENGER GROUP SERVICES PTY. LTD.,14767549.1,0,0
Capitol Health Ltd,53814078.1,0,0
Challenger Ltd,53814651.1,0,0
Cloud ERP Pty Ltd,50689116.1,0,0
Defence Health Limited,24731679.1,0,0
Dexus,53815537.1,0,0
ENDEMOL SHINE AUSTRALIA PTY LTD,14803273.1,0,0
GWA Group Ltd,53817273.1,0,0
Gitanjali,31465937.1,0,0
Grove Juice,46042386.1,0,0
HomeStart Finance Ltd,44768624.1,0,0
JB Hi-Fi Ltd,56652571.1,0,0
LIGHTARC PTY LTD,14593510.1,0,0
"LogMeIn , Inc.",7609437.1,0,0
Path Transit,27438848.1,0,0
Queensland Airports Limited,7043846.1,0,0
Redhill Education Ltd,53820417.1,0,0
SANPELLEGRINO SPA,13244486.1,0,0
Scentre Group,56653281.1,0,0
Stanwell Corporation Limited,7455536.1,0,0
THE ICONIC,50028983.1,0,0
Telsyte Pty Ltd.,7457048.1,0,0
Wesfarmers Insurance,45232728.1,0,0
ACT Government,46442507.1,0,0
AEH Group,52438721.1,0,0
ARTC,48047167.1,0,0
Aurora Energy Pty Ltd,53794790.1,0,0
BOC AUSTRALIA PTY LIMITED,14684728.1,0,0
Boehringer Ingelheim Pty Limited,7458995.1,0,0
DEAKIN UNIVERSITY,14715658.1,0,0
Data#3 Ltd,56661788.1,0,0
David Jones Limited,53391641.1,0,0
EQT Holdings Ltd,53800265.1,0,0
Gladstone Ports Corporation Limited,6894003.1,0,0
IOOF,7202602.1,0,0
Insurance Australia Group Ltd,53817295.1,0,0
KOALA D S A S,52783720.1,0,0
Macquarie University,9184398.1,0,0
Metcash Ltd,56676881.1,0,0
Mitchell Shire Council,45827105.1,0,0
MyNetFone,48503305.1,0,0
NINEMSN PTY LIMITED,14754406.1,0,0
Nexans Olex,51131520.1,0,0
OZ Minerals Ltd,56653020.1,0,0
PANAUST LIMITED,14824322.1,0,0
RMIT University,43823127.1,0,0
SAGE Automation Pty Ltd,14679537.1,0,0
SAMSONITE AUSTRALIA PTY LIMITED,14726573.1,0,0
SCF Containers,48083398.1,0,0
South32 Ltd,56743112.1,0,0
Superloop Ltd,56664940.1,0,0
TACT Pty Ltd,27292722.1,0,0
TOURISM AUSTRALIA,14565812.1,0,0
VenuesWest,53492935.1,0,0
Zodiac,7547247.1,0,0
urbanest Ltd,9142920.1,0,0
ASCIANO LTD,53453383.1,0,0
AWI,48413815.1,0,0
Auto & General Insurance Company Ltd.,44728401.1,0,0
CS Energy Limited,53445363.1,0,0
EMERALD GRAIN PTY LTD,14704344.1,0,0
ESRI-AUSTRALIA PTY LTD,14801445.1,0,0
Findex,51582623.1,0,0
Glencore Coal Investments Australia Pty Limited,10235306.1,0,0
HOSTPLUS,7091508.1,0,0
Interactive Investor Pty Ltd,44859064.1,0,0
LINKCORP AUSTRALIA PTY LTD,14694237.1,0,0
Master Electricians Australia,8982788.1,0,0
Neami National,46432489.1,0,0
PHILIPS SAECO AUSTRALIA PTY. LIMITED,14768325.1,0,0
Rentokil Initial Pty Ltd.,44873422.1,0,0
Sensis Pty Ltd.,7562647.1,0,0
Steinhoff Asia Pacific Holdings Pty Ltd,25003640.1,0,0
Toyota Australia,7566170.1,0,0
Vita Group Ltd,53822900.1,0,0
ABN Group,46202562.1,0,0
ARDENT LEISURE HEALTH CLUBS 1 PTY LIMITED,14779651.1,0,0
Aesop,2013881.1,0,0
Australian Geographic Pty Ltd.,44833285.1,0,0
Bailey Personnel Pty Ltd,49621915.1,0,0
CALIBRE GROUP LIMITED,14659531.1,0,0
CUB Pty Ltd.,25341733.1,0,0
Clearpoint,2833357.1,0,0
DAVIDSONS PTY. LTD.,14607171.1,0,0
DBC FoodService,53619064.1,0,0
Latitude Financial Services Limited,44801158.1,0,0
LogiCamms Ltd,56662093.1,0,0
MULTAPEX PTY. LTD.,14671742.1,0,0
Medibank Private Ltd,56728905.1,0,0
Mitsubishi Motors Australia Limited,53457704.1,0,0
Norco Co-Operative Limited,53426784.1,0,0
O'Brien Group Australia Pty Ltd,8126178.1,0,0
RICOH AUSTRALIA PTY LTD,14658165.1,0,0
RPA & CO PTY LTD,14753130.1,0,0
SANDLEFORD HARDWARE PTY LTD,14591067.1,0,0
SOLUTION MINDS PTY LTD,14756705.1,0,0
Skedulo Pty Ltd,4929976.1,0,0
Smartgroup Corporation Ltd,53828120.1,0,0
Steinhoff Asia Pacific,47195163.1,0,0
THE UNIVERSITY OF WOLLONGONG,14668594.1,0,0
The Australian Red Cross Blood Service,43365715.1,0,0
Waterco Ltd,56665432.1,0,0
ActewAGL,48905800.1,0,0
Alumina Ltd,53813625.1,0,0
Arnott's Biscuits Limited,53793980.1,0,0
Austal Ltd,53813353.1,0,0
Axicom Pty Ltd,48242005.1,0,0
BSA Ltd,53827279.1,0,0
Brisbane Airport Corporation,7409796.1,0,0
Charter Hall Group,7432544.1,0,0
CriticalArc Pty Ltd,1231404.1,0,0
DAYCO PTY. LTD.,14571892.1,0,0
Department of Education and Training (Queensland),47442456.1,0,0
Department of Premier and Cabinet (NSW),55761789.1,0,0
EBRO ARMATUREN Gesellschaft m.b.H.,15863301.1,0,0
First State Super,26504207.1,0,0
INCHCAPE AUSTRALIA LIMITED,14677562.1,0,0
Inside Info,8304954.1,0,0
Ludwig Cancer Research,6694137.1,0,0
MACQUARIE GROUP LIMITED,14758489.1,0,0
MIRVAC LIMITED,14659257.1,0,0
MPA,7182186.1,0,0
Melbourne Water Corporation,7327656.1,0,0
ORIX Australia Corporation Limited,45389194.1,0,0
RETAIL APPAREL GROUP PTY LTD,14708437.1,0,0
RPMGlobal,49731750.1,0,0
Retail Employees Superannuation Pty Limited,44745956.1,0,0
Toll Group,46638819.1,0,0
Western Water,49828186.1,0,0
YOURTOWN,14667103.1,0,0
oOh!,45805134.1,0,0
ARRIUM LTD,54702907.1,0,0
BURRA FOODS PTY. LTD.,14725795.1,0,0
Broadspectrum Pty Ltd,44839127.1,0,0
Cochlear Ltd,56674694.1,0,0
FMR Real,2527604.1,0,0
Foxtel,53468806.1,0,0
ICG Construction,10053845.1,0,0
METALICO PTY LIMITED,14688971.1,0,0
Mortgage Choice Ltd,53818626.1,0,0
NBN LTD,14663592.1,0,0
ORIEN PTY LTD,14560963.1,0,0
Obela Fresh Dips & Spreads Pty Ltd,44762168.1,0,0
Octane Software Solutions,46020074.1,0,0
Queensland Sugar Limited,9675528.1,0,0
REAL INSURANCE PTY LTD,14824951.1,0,0
SERVIAN PTY LTD,14790993.1,0,0
Salmat Ltd,53825862.1,0,0
Sigma Healthcare Ltd,53821203.1,0,0
The Hollard Insurance Company Pty Ltd,14809609.1,0,0
Taylors Wines Pty Limited,44734387.1,0,0
The Arts Centre,7523785.1,0,0
ZUJI,55026104.1,0,0
allnex,45648756.1,0,0
Sonic Healthcare Ltd,56665848.1,0,0
Cardno Ltd,53827466.1,0,0
QBE Insurance Group Ltd,53820007.1,0,0
Telstra Corporation Ltd,53807883.1,0,0
Commonwealth Bank,43757473.1,0,0
Computershare Ltd,56659753.1,0,0
Avenue9,4804547.1,0,0
Constar,27935237.1,0,0
Diamond Group,3175863.1,0,0
Elite Edge Consulting,48839775.1,0,0
Goggo.com,54472279.1,0,0
INOVA PHARMACEUTICALS (AUSTRALIA) PTY LIMITED,14665125.1,0,0
RETAIL SOLUTIONS ASIA PACIFIC PTY. LTD.,14778756.1,0,0
BAS Group Pty Ltd,1253481.1,0,0
Bistech,2016010.1,0,0
"Burleigh Point, Ltd.",16294284.1,0,0
INFOCUBE CONSULTING (AUSTRALIA) PTY LTD,14633555.1,0,0
Make it Cheaper Australia,46936403.1,0,0
MiS Consulting,5791737.1,0,0
Nando’s,44244198.1,0,0
Unilever Australasia Ltd.,44842133.1,0,0
AIRROAD PTY LIMITED,14669043.1,0,0
Australian Red Cross,46213919.1,0,0
Entertainment Book,49623198.1,0,0
MODULAR MINING SYSTEMS PTY. LIMITED,14706801.1,0,0
PAREA,26650095.1,0,0
Plexus Legal,47665094.1,0,0
RUBIE'S DEERFIELD PTY LTD,14761262.1,0,0
TERRAPINN LIMITED,14650046.1,0,0
Actavis Australia Pty Limited,44776680.1,0,0
Arrow ECS Australia Pty Limited,7104080.1,0,0
Brisbane,27735572.1,0,0
ComAp Pty Ltd,48185317.1,0,0
Metro Food Co Pty Ltd,47049897.1,0,0
NovaTech Ventures,46122668.1,0,0
Professional Pharmacy Services,46528750.1,0,0
Regency Knights Window Fashions,26546656.1,0,0
Swinburne Bookshop Co-Operative Ltd,30442094.1,0,0
The Futures Group,52174916.1,0,0
AGL SALES (QUEENSLAND ELECTRICITY) PTY LIMITED,7357512.1,0,0
Allens,9625472.1,0,0
NIGHTGUARD SECURITY SERVICE PTY LTD,14634270.1,0,0
National Pub Poker League,6958416.1,0,0
SHAVAR PTY LTD,14678807.1,0,0
Silverspan,50247248.1,0,0
Venturetec,55559149.1,0,0
Volt Bank,54491813.1,0,0
AstraZeneca Pty Limited,44789859.1,0,0
Ethos Corporation Pty Limited,44763100.1,0,0
ALLAN GRAY & CO PTY LTD,14544787.1,0,0
CCIQ,50706840.1,0,0
Dreamfarm,26127355.1,0,0
Fraser And Company,12137133.1,0,0
Orica Mining Services Ltd.,9746858.1,0,0
